CustomerKey,BK_customer_id,FullName,Email,City,_State,Country,JoinedDateKey,IsLoyalCustomer,RowActiveStartDate,RowActiveEndDate,RowIsActive,RowCycleId,RowUpdateCycleId,InsertDate,UpdateDate
10,19924,Kathryn Cole,kathryn51@hotmail.com,East Ethanstad,Hawaii,Egypt,20250128,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
11,19925,Amy Perry,amy79@yahoo.com,Lisahaven,West Virginia,Fiji,20210607,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
12,19926,Jesus Chung,jesus15@gmail.com,Kellyport,Virginia,Cocos (Keeling) Islands,20240510,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
13,19927,Frank Payne,frank.payne@gmail.com,Port Edwardview,Pennsylvania,Gambia,20240731,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
14,19928,Cindy Collier,cindy_collier@spencer-lambert.com,Williamsonshire,Maine,Nauru,20240406,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
15,19929,Andrew Marsh,andrew21@hotmail.com,Wrightbury,Arkansas,Cuba,20230107,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
16,19930,Nancy Montgomery,nmontgomery@example.com,South Michaelchester,Arizona,Ecuador,20210220,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
17,19931,Brianna Jones,bjones@example.net,West Elizabethchester,Virginia,Barbados,20240423,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
18,19932,Brenda Johnston,brenda_johnston@myers.biz,Ronaldton,North Carolina,Haiti,20230810,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
19,19933,Allen Nguyen,allen60@yahoo.com,Melissaville,Oklahoma,Sri Lanka,20220423,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
20,19934,Kimberly Armstrong,kimberly_armstrong@wilson.com,Johnsonmouth,Nevada,British Virgin Islands,20231106,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
21,19935,Scott Lee,scott35@hotmail.com,Oliviastad,Indiana,Western Sahara,20200825,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
22,19936,Robin Green,robin_green@chung.com,North Janet,California,Cyprus,20220226,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
23,19937,Daniel Todd,daniel47@hotmail.com,Lake Dianaview,North Carolina,Mauritania,20240916,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
24,19938,Brittany Potter,brittany56@hotmail.com,North Katherine,Maine,Mongolia,20220618,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
25,19939,William Michael,william_michael@jones.com,South Joseph,Rhode Island,Somalia,20220907,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
26,19940,Robert Barnes,rbarnes@example.net,Matthewfort,Hawaii,Guatemala,20240414,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
27,19941,Bryan Matthews,bryan_matthews@nash.com,West Ronaldland,Nebraska,Bangladesh,20220730,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
28,19942,Samantha Small,ssmall@example.net,New Donald,Mississippi,Reunion,20240629,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
29,19943,Karina Lucas,karina54@gmail.com,New Christina,Vermont,Romania,20221204,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
30,19944,Christine Adkins,christine.adkins@gmail.com,Lake Brooke,New Hampshire,Heard Island and McDonald Islands,20220821,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
31,19945,Michele Wallace,michele58@hotmail.com,South Elizabeth,Kentucky,Mozambique,20210124,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
32,19946,Kevin Dickson,kevin_dickson@salazar.biz,South Loriton,Delaware,Turks and Caicos Islands,20220618,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
33,19947,Douglas Morgan,douglas_morgan@jones.biz,Allenview,Oklahoma,Seychelles,20220613,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
34,19948,Shannon Harris,shannon_harris@wright.com,South Michael,Illinois,Dominica,20230528,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
35,19949,Sharon Hicks,sharon_hicks@murillo.com,Kingland,Arkansas,Armenia,20230829,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
36,19950,Anne Fernandez,anne.fernandez@gmail.com,Hughesville,Alabama,Argentina,20231128,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
37,19951,Edward Baker,edward87@hotmail.com,Prestonshire,Idaho,Jersey,20250129,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
38,19952,Diana Arias,darias@example.net,South Kevinberg,Tennessee,Greece,20220801,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
39,19953,Larry Burch,larry_burch@anderson.com,New Matthew,Colorado,Saint Pierre and Miquelon,20220527,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
40,19954,Kevin Schmidt,kevin_schmidt@alexander-jones.com,Brownmouth,Nebraska,Russian Federation,20220924,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
41,19955,David Underwood,dunderwood@example.net,North Shaun,Tennessee,Korea,20220909,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
42,19956,Bridget Smith,bridget.smith@gmail.com,Olsenview,Minnesota,Trinidad and Tobago,20230213,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
43,19957,Robert Moody,robert_moody@taylor.com,South Joshua,Oklahoma,Vietnam,20230425,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
44,19958,Mitchell Reyes,mitchell70@yahoo.com,Lake Timothyshire,Rhode Island,Montserrat,20230617,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
45,19959,Steven Livingston,steven66@yahoo.com,Scottland,Wisconsin,Senegal,20210304,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
46,19960,Christopher Cooper,ccooper@example.org,Nicholeview,Indiana,Cuba,20220809,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
47,19961,Michael Gardner,michael_gardner@thomas.org,Port Anthonystad,Florida,Bahamas,20220930,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
48,19962,Richard Rich,richard_rich@jordan-foley.com,Jaimemouth,Rhode Island,Maldives,20211201,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
49,19963,Laura Johnson,laura.johnson@gmail.com,Forbesmouth,Hawaii,Djibouti,20240525,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
50,19964,Denise Reed,denise27@gmail.com,Brentbury,Florida,Tunisia,20241204,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
51,19965,Theresa Boyd,theresa_boyd@martinez.com,New Charles,Colorado,Palestinian Territory,20230320,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
52,19966,Ryan Daniels,ryan93@hotmail.com,Lake Todd,Georgia,Tunisia,20200904,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
53,19967,Donald Thomas,donald58@hotmail.com,South Derrick,Oregon,United States Virgin Islands,20230520,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
54,19968,Phillip Knight,phillip.knight@yahoo.com,South Phyllistown,South Dakota,Russian Federation,20230214,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
55,19969,Billy Lopez,billy.lopez@yahoo.com,Berrytown,Nevada,Oman,20240219,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
56,19970,Kathleen Houston,kathleen95@gmail.com,South Scottside,Kentucky,United Kingdom,20241218,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
57,19971,Pamela Simon,pamela.simon@yahoo.com,Allenchester,Michigan,Hungary,20221109,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
58,19972,Tyler Williams,twilliams@example.org,West Kristenchester,Missouri,Svalbard & Jan Mayen Islands,20210123,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
59,19973,Linda Odom,linda_odom@yu.net,North Laura,Pennsylvania,Ireland,20230312,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
60,19974,Jesus Johnson,jesus.johnson@gmail.com,Edwardsport,Texas,Korea,20210509,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
61,19975,Matthew Miller,matthew82@hotmail.com,Adrianside,Alaska,Luxembourg,20220626,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
62,19976,Kimberly Moore,kmoore@example.org,Carolynport,Pennsylvania,Bahamas,20240414,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
63,19977,Pamela Brooks,pamela72@yahoo.com,Martinezburgh,New Jersey,Bulgaria,20210330,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
64,19978,Michelle Gray,michelle.gray@yahoo.com,North Gloriafort,South Carolina,Guatemala,20231005,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
65,19979,Andrea Brown,andrea.brown@yahoo.com,Bakermouth,North Carolina,Yemen,20201009,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
66,19980,Heather Clark,heather58@gmail.com,East Stephen,Colorado,Nepal,20240615,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
67,19981,Bradley Thomas,bthomas@example.com,Heatherton,Wisconsin,Palau,20211104,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
68,19982,Mary Galloway,mary36@yahoo.com,Campbellside,Idaho,Haiti,20210811,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
69,19983,Sandra Davidson,sandra37@hotmail.com,North Jamesport,Arizona,Chile,20210211,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
70,19984,Julian Perkins,julian.perkins@yahoo.com,Bowmanfurt,Montana,Guinea,20230718,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
71,19985,Rachel Cross,rachel.cross@yahoo.com,Gardnermouth,Louisiana,Macao,20231122,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
72,19986,Kenneth Lee,klee@example.net,South Cindymouth,Florida,Kyrgyz Republic,20211217,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
73,19987,Deborah Stewart,dstewart@example.net,Sandovalshire,Nevada,Philippines,20201212,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
74,19988,Stacy Wang,stacy.wang@yahoo.com,Tracimouth,Mississippi,South Georgia and the South Sandwich Islands,20231126,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
75,19989,Jennifer Phillips,jennifer_phillips@garcia-patrick.org,Richardfurt,Montana,Greenland,20220415,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
76,19990,Stacy Cook,stacy_cook@jones.com,East Matthew,Michigan,Cyprus,20231226,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
77,19991,James Saunders,james_saunders@simpson.com,South Karlshire,Mississippi,Lebanon,20210704,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
78,19992,Anna Palmer,apalmer@example.com,Delgadobury,Oklahoma,Guyana,20240706,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
79,19993,Claudia Gonzalez,cgonzalez@example.org,Brownstad,Connecticut,United States of America,20240717,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
80,19994,Michael Jackson,michael_jackson@phillips.net,Joneston,Michigan,United States Virgin Islands,20220119,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
81,19995,Kurt Vasquez,kvasquez@example.org,North Taraside,Wisconsin,Fiji,20240807,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
82,19996,Brian Smith,brian_smith@cruz.net,New Diana,Nevada,Bosnia and Herzegovina,20221121,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
83,19997,Tyler Martinez,tyler36@yahoo.com,East Andrewshire,South Dakota,Bosnia and Herzegovina,20210109,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
84,19998,Logan Sullivan,logan14@gmail.com,South Bryanfort,Georgia,Micronesia,20210204,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
85,19999,Ashlee Odonnell,ashlee.odonnell@gmail.com,South Heatherfort,New Hampshire,Wallis and Futuna,20250114,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
86,20000,Paula Robinson,paula.robinson@hotmail.com,Simmonsmouth,Colorado,Tanzania,20210109,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
87,20001,Kimberly Myers,kmyers@example.net,East Erikaview,North Carolina,Barbados,20221118,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
88,20002,Sabrina Reese,sabrina.reese@hotmail.com,North Kelseymouth,New York,Myanmar,20210328,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
89,20003,Lindsay Parker,lindsay_parker@ross.org,East Williamtown,Washington,Algeria,20230117,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
90,20004,Zachary Walker,zwalker@example.com,South Tracey,Missouri,United Kingdom,20210413,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
91,20005,Scott Beard,scott.beard@hotmail.com,South Davidview,Rhode Island,Barbados,20210601,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
92,20006,Vanessa Kelley,vanessa.kelley@gmail.com,Danielleberg,Nebraska,Cyprus,20201222,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
93,20007,Lisa Lewis,lisa.lewis@gmail.com,Tracyland,Iowa,Zimbabwe,20230722,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
94,20008,Stephanie Morrow,stephanie.morrow@yahoo.com,Samuelland,Delaware,Korea,20201015,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
95,20009,Howard Clayton,hclayton@example.org,Sethberg,Iowa,United States Minor Outlying Islands,20220918,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
96,20010,Tyler Casey,tyler.casey@gmail.com,West Angela,Mississippi,Croatia,20240114,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
97,20011,Warren Schneider,warren.schneider@yahoo.com,Hernandezside,Maine,Peru,20250103,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
98,20012,Karen Mendoza,karen_mendoza@blackburn.biz,Powellville,New Jersey,San Marino,20230419,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
99,20013,Lawrence Kennedy,lawrence63@hotmail.com,Lake Kristin,Rhode Island,Cayman Islands,20220211,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
100,20014,Sean Wilson,sean_wilson@ellison.com,Ricardostad,Florida,Angola,20220308,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
101,20015,Daniel Lee,daniel.lee@gmail.com,Onealview,Louisiana,Grenada,20210707,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
102,20016,Andrew Tapia,andrew86@yahoo.com,Woodsville,Maryland,Cuba,20230924,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
103,20017,Amy Murray,amy.murray@gmail.com,South Jeffrey,New Hampshire,Greenland,20241001,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
104,20018,Karen Dixon,karen89@gmail.com,West Brian,Tennessee,Mali,20210128,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
105,20019,Jeanette Keith,jeanette40@hotmail.com,Morrisonborough,North Carolina,Martinique,20211007,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
106,20020,David Summers,david.summers@hotmail.com,Adamston,New Mexico,Seychelles,20211002,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
107,20021,Robert Ingram,robert12@hotmail.com,Lake Stacyberg,Minnesota,Croatia,20230602,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
108,20022,Karen Nguyen,karen11@yahoo.com,Martinezburgh,Oklahoma,Cambodia,20240728,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
109,20023,Katherine Roy,katherine77@gmail.com,West Jacqueline,Oregon,Botswana,20210122,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
110,20024,Kyle Wilson,kyle86@hotmail.com,Lake Stephenville,Virginia,Spain,20220109,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
111,20025,Jennifer Gilbert,jennifer.gilbert@hotmail.com,Lake Tiffanyborough,Kentucky,Angola,20220315,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
112,20026,Katie Blair,katie.blair@hotmail.com,Port Rebekahfurt,Oregon,Panama,20230831,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
113,20027,Joy Parsons,joy_parsons@salazar.biz,Jacksonview,California,Guadeloupe,20210208,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
114,20028,Andrew Reyes,andrew.reyes@yahoo.com,West Scottfort,North Carolina,Cambodia,20210214,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
115,20029,Vanessa Combs,vanessa_combs@hamilton.info,Jenniferstad,Pennsylvania,Ethiopia,20240918,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
116,20030,Anthony House,ahouse@example.com,West Gailburgh,Maryland,Spain,20240703,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
117,20031,Maria Martin,mmartin@example.com,Port Kristin,West Virginia,Guernsey,20220307,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
118,20032,James Spencer,james_spencer@farmer.com,Stevensport,Washington,Ecuador,20240728,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
119,20033,Sandra Henderson,shenderson@example.com,Lake Jeffrey,North Carolina,Micronesia,20210928,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
120,20034,Keith Simon,keith.simon@gmail.com,Hudsonland,South Dakota,Liechtenstein,20220208,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
121,20035,James Castro,james.castro@yahoo.com,New Whitneyfort,Kansas,Japan,20201230,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
122,20036,Bonnie Solis,bsolis@example.net,Michelleland,North Carolina,Suriname,20230906,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
123,20037,Carlos Zimmerman,carlos_zimmerman@carpenter.com,Vickihaven,Wyoming,Barbados,20220901,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
124,20038,Rachel Webb,rachel.webb@gmail.com,Lake James,Texas,Palestinian Territory,20240729,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
125,20039,Dana Ward,dana_ward@griffin-hoffman.com,Lake Andrew,New Jersey,Germany,20210112,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
126,20040,Natalie Robinson,natalie.robinson@yahoo.com,Lake Jessechester,Florida,Netherlands,20211213,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
127,20041,Jose Perry,jose.perry@gmail.com,New Thomasberg,Connecticut,Armenia,20230303,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
128,20042,Miranda Ayers,miranda_ayers@robinson-fletcher.info,North Jefferyton,Idaho,China,20211021,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
129,20043,Kevin Roberts,kroberts@example.net,West Brendaborough,Minnesota,Martinique,20221128,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
130,20044,Brandon Rubio,brandon.rubio@yahoo.com,Brownhaven,Connecticut,Panama,20210802,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
131,20045,Brooke Griffin,brooke.griffin@yahoo.com,South Phyllisstad,West Virginia,Mayotte,20220826,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
132,20046,Michael Villarreal,michael.villarreal@yahoo.com,Kathleenview,North Dakota,Micronesia,20240403,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
133,20047,Patricia Johnson,patricia.johnson@gmail.com,South Emilyborough,Alaska,Czech Republic,20220924,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
134,20048,Sarah Thomas,sarah76@hotmail.com,Davidtown,Oregon,Netherlands,20230329,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
135,20049,Amanda Wilson,amanda.wilson@hotmail.com,Bethville,Kansas,Equatorial Guinea,20210531,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
136,20050,Christine Perry,christine84@hotmail.com,Port Adrianafort,Washington,Bolivia,20210523,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
137,20051,Lisa Ford,lisa_ford@mason.com,South Robert,Maine,Iceland,20231213,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
138,20052,Andre Allen,aallen@example.org,New Deborahville,Arkansas,Switzerland,20230209,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
139,20053,Aaron Brown,abrown@example.com,Lake Joelchester,Georgia,Mozambique,20210905,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
140,20054,David Montes,dmontes@example.net,South Richardville,Alabama,Madagascar,20210215,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
141,20055,Samantha Greene,samantha.greene@yahoo.com,North Markborough,South Carolina,Niger,20220629,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
142,20056,Debra Maldonado,debra_maldonado@walton.com,Robertland,Missouri,Belize,20230426,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
143,20057,Frederick Delacruz,frederick61@gmail.com,South Jeremiahstad,Missouri,Botswana,20210524,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
144,20058,Ethan Foster,efoster@example.org,West Jennifer,Louisiana,Reunion,20220102,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
145,20059,Jennifer Carson,jennifer81@gmail.com,Donovanmouth,North Dakota,Algeria,20241002,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
146,20060,Paul Durham,paul_durham@thomas.com,South Diana,Virginia,Martinique,20210803,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
147,20061,Richard Torres,richard13@hotmail.com,Lake Alexander,Kentucky,Botswana,20210914,0,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
148,20062,Lori Allen,lallen@example.com,Michaelborough,Florida,Kiribati,20221007,1,2025-08-27 00:00:00,NULL,1,1,NULL,2025-08-27 16:36:00,NULL
